URL,file size,number of words,negative score,positive score,Polarity score,subjectivity score,average word length,% complex words,avg sentence length,Fog index,Avg words/sentence,word count,average syllables / word,number of pronouns,# of alphabetic,# of digits,# of numbers
https://www.huffpost.com/entry/joe-biden-state-of-the-union-ukraine_n_621ecbd8e4b0250871a72d05.csv,3814,536,14,5,-0.47368418559556913,0.03544876119402985,4.912313432835821,0.00998134328358209,12.465116279069768,4.990039048941341,43.0,536,1.6063432835820894,9,3058,0,0
https://www.huffpost.com/entry/Loughran-McDonald_MasterDictionary_1993-2021.csv,8880507,86547,2356,355,-0.7381040203843217,0.0313250204744243,8.785469167042185,0.009999768911689603,0.3333936839834511,0.13735738115805626,259594.0,86547,2.8412654395877386,3,1359755,5598418,4989
https://www.huffpost.com/entry/russia-shells-ukraine-kharkiv_n_621c89b1e4b06e1cc591effb.csv,8539,1157,25,4,-0.7241379060642101,0.025065822817631808,5.042350907519447,0.009991356957649092,15.635135135135135,6.258050596837114,74.0,1157,1.6153846153846154,7,6859,27,12
https://www.huffpost.com/entry/state-of-the-union-guests_n_621e7227e4b018aad3bf8f8e.csv,1590,182,6,1,-0.7142856122449125,0.038462538461538465,5.263736263736264,0.01,16.545454545454547,6.6221818181818195,11.0,182,1.7087912087912087,0,1276,2,1
https://www.huffpost.com/entry/ukraine-africans-racist-treatment-evacuation_n_621eb79fe4b0783a8f07ce22.csv,2454,306,10,2,-0.6666666111111158,0.039216686274509804,5.251633986928105,0.01,16.105263157894736,6.446105263157896,19.0,306,1.6764705882352942,0,1981,8,2
https://www.huffpost.com/entry/vladimir-putin-babyn-yar-ukraine_n_621e6b83e4b0783a8f075d6b.csv,2741,343,11,0,-0.9999999090909174,0.03207097084548105,4.982507288629738,0.009970845481049564,10.71875,4.29148833819242,32.0,343,1.6588921282798834,0,2166,24,8
